TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,Position,TextLength,OccurrenceRole,Before,After,LocalFrame,ReadingTokens,RawText
189.1,H-1399,Inter-Riverine,Harappa,POT:T:g,,Clay,?,R/L,1,4,Initial,<START>,630,<START>|630,240-630-690-740,+740-690-630-240[
190.1,H-1447,Inter-Riverine,Harappa,POT:T:g,,Clay,?,-,1,1,Standalone,<START>,<END>,<START>|<END>,240,+240[
198.1,H-1138,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,3,5,Medial,060,603,060|603,692-060-240-603-740,+740-603-240-060-692+
199.1,H-423,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,Y,R/L,4,6,Medial,798,220,798|220,692-060-798-240-220-520,+520-220-240-798-060-692+
217.1,H-294,Inter-Riverine,Harappa,TAB:I,S590,Steatite,Y,R/L,2,4,Medial,220,740,220|740,220-240-740-090,+090-740-240-220+
261.1,H-1052,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,Y,R/L,1,3,Initial,<START>,233,<START>|233,240-233-503,+503-233-240+
280.1,-,Inter-Riverine,Harappa,TAB:B,Bull2,Clay,Y,R/L,3,5,Medial,002,904,002|904,817-002-240-904-740,+740-904-240-002-817+
297.1,H-874,Inter-Riverine,Harappa,TAB:B,,Clay,Y,R/L,1,3,Initial,<START>,233,<START>|233,240-233-520,+520-233-240+
316.1,-,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,3,Initial,<START>,904,<START>|904,240-904-740,+740-904-240+
398.1,H-1962,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,N,R/L,1,3,Initial,<START>,904,<START>|904,240-904-740,]000-740-904-240+
405.2,H-2192,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,4,6,Medial,031,630,031|630,171-032-031-240-630-740,+740-630-240-031-032-171+
406.2,H-1895,Inter-Riverine,Harappa,TAB:B,,Faience,Y,L/R,1,4,Initial,<START>,100,<START>|100,240-100-740-400,+400-740-100-240+
410.2,H-1897,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,4,Initial,<START>,904,<START>|904,240-904-740-400,+400-740-904-240+
424.2,H-1845,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,3,5,Medial,060,642,060|642,692-060-240-642-740,+740-642-240-060-692+
437.2,H-1912,Inter-Riverine,Harappa,TAB:B,,Faience,Y,L/R,1,2,Initial,<START>,520,<START>|520,240-520,+520-240+
455.1,H-2076,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,L/R,1,3,Initial,<START>,760,<START>|760,240-760-740,+740-760-240+
457.1,H-2086,Inter-Riverine,Harappa,TAB:I,,Steatite,?,R/L,1,3,Initial,<START>,636,<START>|636,240-636-740,+740-636-240[
469.1,H-2077,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,L/R,1,3,Initial,<START>,760,<START>|760,240-760-740,+740-760-240+
485.2,H-1953,Inter-Riverine,Harappa,TAB:B,Zebu,Clay,Y,R/L,2,5,Medial,803,415,803|415,803-240-415-220-520,+520-220-415-240-803+
492.2,H-2244,Inter-Riverine,Harappa,TAB:I,Bult,Steatite,N,R/L,4,4,Final,031,<END>,031|<END>,171-032-031-240,]000-240-031-032-171[
498.2,H-1921,Inter-Riverine,Harappa,TAB:B,,-,N,R/L,1,3,Initial,<START>,233,<START>|233,240-233-740,]000-740-233-240+
512.2,H-1816,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,1,6,Initial,<START>,705,<START>|705,240-705-033-550-525-400,+400-525-550-033-705-240+
515.2,H-1908,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,2,Initial,<START>,520,<START>|520,240-520,+520-240+
569.2,H-1922,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,2,7,Medial,798,233,798|233,798-240-233-320-920-740-400,+400-740-920-320-233-240-798+
574.1,H-2055,Inter-Riverine,Harappa,TAB:I,S590,Steatite,Y,R/L,2,4,Medial,235,740,235|740,235-240-740-090,+090-740-240-235+
601.2,H-2021,Inter-Riverine,Harappa,TAB:B,Phyt,Clay,Y,R/L,2,6,Medial,415,495,415|495,415-240-495-463-752-740,+740-752-463-495-240-415+
635.1,H-1814,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,6,Initial,<START>,705,<START>|705,240-705-033-550-525-400,+400-525-550-033-705-240+
639.1,H-2241,Inter-Riverine,Harappa,TAB:I,Bult,Steatite,?,R/L,1,2,Initial,<START>,415,<START>|415,240-415,]415-240+
666.1,H-2054,Inter-Riverine,Harappa,TAB:I,S590,Steatite,Y,R/L,2,4,Medial,235,740,235|740,235-240-740-090,+090-740-240-235+
686.2,H-1846,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,3,5,Medial,060,603,060|603,692-060-240-603-740,+740-603-240-060-692+
691.1,H-2056,Inter-Riverine,Harappa,TAB:I,Fish,Steatite,?,R/L,2,3,Medial,235,740,235|740,235-240-740,+740-240-235[
729.2,H-2010,Inter-Riverine,Harappa,TAB:B,Bull1,Faience,Y,R/L,3,5,Medial,002,482,002|482,861-002-240-482-740,+740-482-240-002-861+
731.1,H-1670,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,3,7,Medial,002,033,002|033,824-002-240-033-033-760-740,+740-760-033-033-240-002-824+
743.1,H-1907,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,2,Initial,<START>,520,<START>|520,240-520,+520-240+
746.1,H-2200,Inter-Riverine,Harappa,TAB:I,Fish,Steatite,Y,R/L,1,4,Initial,<START>,176,<START>|176,240-176-740-400,+400-740-176-240+
753.2,H-2201,Inter-Riverine,Harappa,TAB:I,Fish,Steatite,Y,L/R,1,4,Initial,<START>,176,<START>|176,240-176-740-400,+400-740-176-240+
799.2,H-2065,Inter-Riverine,Harappa,TAB:I,,Steatite,?,R/L,2,2,Final,590,<END>,590|<END>,590-240,]240-590+
806.2,H-2189,Inter-Riverine,Harappa,TAB:B,,Steatite,Y,R/L,1,4,Initial,<START>,152,<START>|152,240-152-740-400,+400-740-152-240+
826.2,H-2156,Inter-Riverine,Harappa,TAB:I,,Steatite,?,-,1,1,Standalone,<START>,<END>,<START>|<END>,240,]240[
867.1,H-1812,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,6,Initial,<START>,705,<START>|705,240-705-033-550-525-400,+400-525-550-033-705-240+
902.1,H-2020,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,2,4,Medial,235,740,235|740,235-240-740-090,+090-740-240-235+
904.1,H-2019,Inter-Riverine,Harappa,TAB:B,Gavi,Clay,Y,R/L,2,4,Medial,235,740,235|740,235-240-740-090,+090-740-240-235+
916.1,H-1811,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,6,Initial,<START>,705,<START>|705,240-705-033-550-525-400,+400-525-550-033-705-240+
920.1,H-1678,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,3,5,Medial,220,233,220|233,032-220-240-233-520,+520-233-240-220-032+
934.1,H-1707,Inter-Riverine,Harappa,SEAL:R,,Steatite,N,R/L,1,4,Initial,<START>,838,<START>|838,240-838-760-740,+740-760-838-240-000[
937.2,H-2011,Inter-Riverine,Harappa,TAB:B,Bull1,Clay,Y,R/L,3,5,Medial,002,482,002|482,861-002-240-482-740,+740-482-240-002-861+
939.1,H-1705,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,4,7,Medial,798,231,798|231,692-060-798-240-231-904-740,+740-904-231-240-798-060-692+
941.1,H-1721,Inter-Riverine,Harappa,TAG:L,,Clay,Y,-,3,3,Final,370,<END>,370|<END>,861-370-240,+240-370-861+
1003.1,H-1985,Inter-Riverine,Harappa,TAB:B,-,Clay,?,-,1,1,Standalone,<START>,<END>,<START>|<END>,240,]240+
1023.1,H-1793,Inter-Riverine,Harappa,TAB:B,-,Faience,Y,R/L,1,4,Initial,<START>,482,<START>|482,240-482-752-740,+740-752-482-240+
1057.1,H-733,Inter-Riverine,Harappa,TAB:B,Phyt,Faience,Y,R/L,1,4,Initial,<START>,590,<START>|590,240-590-390-740,+740-390-590-240+
1058.1,H-1308,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,L/R,1,4,Initial,<START>,636,<START>|636,240-636-690-740,+740-690-636-240+
1073.1,H-12,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,4,10,Medial,235,220,235|220,817-002-235-240-220-803-255-435-690-740,+740-690-435-255-803-220-240-235-002-817+
1075.1,H-14,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,4,6,Medial,060,772,060|772,056-415-060-240-772-740,+740-772-240-060-415-056+
1077.1,H-17,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,3,5,Medial,060,233,060|233,201-060-240-233-520,+520-233-240-060-201+
1086.1,H-26,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,4,7,Medial,798,231,798|231,820-001-798-240-231-388-740,+740-388-231-240-798-001-820+
1091.1,H-31,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,N,R/L,4,7,Medial,002,415,002|415,374-365-002-240-415-100-740,+740-100-415-240-002-365-374-000+
1094.1,H-35,Inter-Riverine,Harappa,SEAL:S,Bull1:S,-,N,R/L,2,4,Medial,803,220,803|220,803-240-220-679,+679-220-240-803-000[
1098.1,H-39,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,5,9,Medial,235,231,235|231,920-060-745-235-240-231-590-390-740,+740-390-590-231-240-235-745-060-920+
1110.1,H-51,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,3,5,Medial,002,643,002|643,861-002-240-643-740,+740-643-240-002-861+
1123.1,H-64,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,1,4,Initial,<START>,921,<START>|921,240-921-070-520,+520-070-921-240+
1134.1,H-76,Inter-Riverine,Harappa,SEAL:S,Gaur,Steatite,Y,R/L,5,7,Medial,235,100,235|100,132-175-741-235-240-100-740,+740-100-240-235-741-175-132+
1145.1,H-89,Inter-Riverine,Harappa,SEAL:S,Elep,-,Y,R/L,4,5,Medial,741,232,741|232,920-060-741-240-232,+232-240-741-060-920+
1168.2,H-102,Inter-Riverine,Harappa,SEAL:S,Bull1:W,-,Y,R/L,3,5,Medial,741,630,741|630,861-741-240-630-740,+740-630-240-741-861+
1172.1,H-131,Inter-Riverine,Harappa,SEAL:R,,Steatite,N,R/L,8,12,Medial,033,233,033|233,794-575-595-002-055-706-033-240-233-840-032-740,+740-032-840-233-240-033-706-055-002-595-575-794-000+
1189.1,H-148,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,2,3,Medial,235,520,235|520,235-240-520,+520-240-235+
1226.1,H-194,Inter-Riverine,Harappa,TAB:B,Phyt,Faience,Y,R/L,1,4,Initial,<START>,590,<START>|590,240-590-390-740,+740-390-590-240+
1230.1,H-199,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,4,Initial,<START>,482,<START>|482,240-482-752-740,+740-752-482-240+
1231.1,H-200,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L ,1,4,Initial,<START>,482,<START>|482,240-482-752-740,+740-752-482-240+
1232.1,H-201,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,1,4,Initial,<START>,482,<START>|482,240-482-752-740,+740-752-482-240+
1233.1,H-202,Inter-Riverine,Harappa,TAB:B,,-,?,R/L,1,2,Initial,<START>,482,<START>|482,240-482,+482-240[
1237.1,H-206,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,4,6,Medial,204,642,204|642,621-705-204-240-642-740,+740-642-240-204-705-621+
1258.1,H-231,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,3,5,Medial,002,220,002|220,820-002-240-220-520,+520-220-240-002-820+
1263.1,H-237,Inter-Riverine,Harappa,TAB:B,,-,Y,L/R,3,5,Medial,060,642,060|642,692-060-240-642-740,+740-642-240-060-692+
1271.1,H-246,Inter-Riverine,Harappa,TAB:B,,-,N,R/L,1,4,Initial,<START>,233,<START>|233,240-233-804-400,+400-804-000-233-240+
1273.1,H-248,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,2,7,Medial,798,233,798|233,798-240-233-320-920-740-400,+400-740-920-320-233-240-798+
1276.1,H-251,Inter-Riverine,Harappa,TAB:B,Gaur,Faience,Y,R/L,1,4,Initial,<START>,100,<START>|100,240-100-740-400,+400-740-100-240+
1277.1,H-252,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1278.1,H-253,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1279.1,H-254,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1280.1,H-255,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1281.1,H-256,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1282.1,H-257,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1283.1,H-258,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1284.1,H-259,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1285.1,H-260,Inter-Riverine,Harappa,TAB:B,Bull1,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1286.1,H-261,Inter-Riverine,Harappa,TAB:B,Bull1:I,Clay,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1287.1,H-262,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1288.1,H-263,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1289.1,H-264,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1290.1,H-265,Inter-Riverine,Harappa,TAB:B,Bull1,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1296.1,H-272,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,Y,R/L,5,8,Medial,002,017,002|017,904-032-305-002-240-017-585-740,+740-585-017-240-002-305-032-904+
1297.1,H-273,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,N,R/L,3,3,Final,002,<END>,002|<END>,820-002-240,]000-240-002-820+
1298.1,H-276,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1299.1,H-277,Inter-Riverine,Harappa,TAB:B,Bull1,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1320.1,H-298,Inter-Riverine,Harappa,TAB:I,,-,Y,R/L,1,4,Initial,<START>,636,<START>|636,240-636-740-400,+400-740-636-240+
1323.2,H-301,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,4,7,Medial,031,636,031|636,171-032-031-240-636-740-400,+400-740-636-240-031-032-171+
1342.1,H-320,Inter-Riverine,Harappa,TAB:I,,Steatite,N,R/L,1,2,Initial,<START>,520,<START>|520,240-520,+520-240-000+
1343.1,H-321,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,L/R,1,4,Initial,<START>,630,<START>|630,240-630-690-740,+740-690-630-240+
1345.1,H-323,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,1,3,Initial,<START>,100,<START>|100,240-100-740,+740-100-240+
1369.1,H-350,Inter-Riverine,Harappa,TAB:I,Fish,Steatite,Y,R/L,1,4,Initial,<START>,642,<START>|642,240-642-690-740,+740-690-642-240+
1379.2,H-360,Inter-Riverine,Harappa,TAB:I,Bult,Steatite,Y,R/L,3,5,Medial,060,636,060|636,692-060-240-636-740,+740-636-240-060-692+
1400.1,H-386,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,5,9,Medial,415,055,415|055,201-060-798-415-240-055-740-555-527,+527-555-740-055-240-415-798-060-201+
1413.1,H-408,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,4,6,Medial,002,176,002|176,503-702-002-240-176-740,+740-176-240-002-702-503+
1415.1,H-411,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,3,5,Medial,001,440,001|440,820-001-240-440-740,+740-440-240-001-820+
1423.1,H-421,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,3,5,Medial,060,740,060|740,550-060-240-740-679,+679-740-240-060-550+
1426.1,H-426,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,N,R/L,5,5,Final,235,<END>,235|<END>,511-460-002-235-240,]000-240-235-002-460-511+
1428.1,H-431,Inter-Riverine,Harappa,SEAL:S,Bull1:W,-,N,R/L,1,3,Initial,<START>,798,<START>|798,240-798-740,]000-740-798-240[
1430.1,H-440,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,2,4,Medial,031,740,031|740,031-240-740-090,+090-740-240-031+
1439.1,H-449,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,4,7,Medial,741,590,741|590,728-390-741-240-590-390-740,+740-390-590-240-741-390-728+
1440.1,H-450,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,5,7,Medial,741,100,741|100,003-900-702-741-240-100-740,+740-100-240-741-702-900-003+
1443.1,H-453,Inter-Riverine,Harappa,SEAL:S,Bull1,Steatite,?,R/L,4,4,Final,740,<END>,740|<END>,503-017-740-240,]240-740-017-503+
1464.2,H-746,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,1,1,Standalone,<START>,<END>,<START>|<END>,240,]000-240+
1522.1,H-569,Inter-Riverine,Harappa,SEAL:S,,Steatite,N,R/L,3,6,Medial,220,840,220|840,032-220-240-840-032-740,+740-032-840-240-220-032-000[
1537.1,H-593,Inter-Riverine,Harappa,SEAL:S,-,Steatite,N,R/L,3,6,Medial,002,235,002|235,220-002-240-235-760-740,+740-760-235-240-002-220-000[
1541.2,H-598,Inter-Riverine,Harappa,SEAL:S,Bull1:W,-,Y,R/L,5,7,Medial,002,639,002|639,777-255-435-002-240-639-740,+740-639-240-002-435-255-777+
1550.1,H-610,Inter-Riverine,Harappa,SEAL:S,Bull1:S,Steatite,N,R/L,3,3,Final,741,<END>,741|<END>,142-741-240,+000-240-741-142+
1564.1,H-649,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,4,8,Medial,806,233,806|233,820-002-806-240-233-705-033-520,+520-033-705-233-240-806-002-820+
1574.1,H-659,Inter-Riverine,Harappa,SEAL:R,,-,Y,R/L,4,9,Medial,798,233,798|233,263-365-798-240-233-740-140-845-407,+407-845-140-740-233-240-798-365-263+
1575.1,H-660,Inter-Riverine,Harappa,SEAL:R,,-,Y,R/L,2,6,Medial,798,706,798|706,798-240-706-033-095-520,+520-095-033-706-240-798+
1602.1,H-697,Inter-Riverine,Harappa,TAB:B,Bull2,Clay,Y,R/L,3,5,Medial,002,904,002|904,817-002-240-904-740,+740-904-240-002-817+
1606.1,H-701,Inter-Riverine,Harappa,TAB:B,Goat,-,?,R/L,3,3,Final,002,<END>,002|<END>,418-002-240,]240-002-418+
1617.1,H-713,Inter-Riverine,Harappa,TAB:B,,-,N,R/L,1,1,Standalone,<START>,<END>,<START>|<END>,240,]240-000+
1633.1,H-734,Inter-Riverine,Harappa,TAB:B,Phyt,-,Y,R/L,1,4,Initial,<START>,590,<START>|590,240-590-390-740,+740-390-590-240+
1637.2,H-743,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,1,4,Initial,<START>,482,<START>|482,240-482-752-740,+740-752-482-240+
1639.1,H-745,Inter-Riverine,Harappa,TAB:B,,-,?,R/L,1,2,Initial,<START>,482,<START>|482,240-482,]482-240+
1654.1,H-762,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,2,4,Medial,798,233,798|233,798-240-233-320,]320-233-240-798+
1666.1,H-774,Inter-Riverine,Harappa,TAB:B,,Faience,Y,R/L,1,6,Initial,<START>,705,<START>|705,240-705-033-550-525-400,+400-525-550-033-705-240+
1670.2,H-779,Inter-Riverine,Harappa,TAB:B,,-,N,R/L,1,3,Initial,<START>,233,<START>|233,240-233-740,+000-000-740-233-240+
1672.2,H-781,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,1,3,Initial,<START>,904,<START>|904,240-904-740,+740-904-240+
1695.1,H-806,Inter-Riverine,Harappa,TAB:B,,Clay,Y,R/L,3,5,Medial,002,482,002|482,861-002-240-482-740,+740-482-240-002-861+
1696.1,H-807,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,3,5,Medial,002,482,002|482,861-002-240-482-740,+740-482-240-002-861+
1697.1,H-808,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,3,5,Medial,002,482,002|482,861-002-240-482-740,+740-482-240-002-861+
1708.1,H-819,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,1,2,Initial,<START>,520,<START>|520,240-520,+520-240+
1710.2,H-821,Inter-Riverine,Harappa,TAB:B,,-,Y,L/R,3,5,Medial,001,642,001|642,692-001-240-642-740,+740-642-240-001-692+
1711.2,H-822,Inter-Riverine,Harappa,TAB:B,,-,Y,L/R,3,5,Medial,001,642,001|642,692-001-240-642-740,+740-642-240-001-692+
1712.2,H-823,Inter-Riverine,Harappa,TAB:B,,-,Y,R/L,3,5,Medial,060,636,060|636,692-060-240-636-740,+740-636-240-060-692+
1714.1,H-824,Inter-Riverine,Harappa,TAB:B,,-,?,R/L,3,3,Final,060,<END>,060|<END>,692-060-240,]240-060-692+
1742.1,H-859,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1743.1,H-860,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1744.1,H-861,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1745.1,H-862,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1746.1,H-863,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1747.1,H-864,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1748.1,H-865,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1749.1,H-866,Inter-Riverine,Harappa,TAB:B,Bull1:U,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1750.1,H-867,Inter-Riverine,Harappa,TAB:B,Bull1:U,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1751.1,H-868,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1752.1,H-869,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1753.1,H-870,Inter-Riverine,Harappa,TAB:B,Bull1:I,-,Y,R/L,4,5,Medial,002,520,002|520,501-405-002-240-520,+520-240-002-405-501+
1776.1,H-894,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,1,4,Initial,<START>,636,<START>|636,240-636-740-400,+400-740-636-240+
1781.2,H-899,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,1,4,Initial,<START>,231,<START>|231,240-231-520-400,+400-520-231-240+
1785.1,H-903,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,1,3,Initial,<START>,760,<START>|760,240-760-740,+740-760-240+
1787.2,H-905,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,4,7,Medial,031,636,031|636,171-032-031-240-636-740-400,+400-740-636-240-031-032-171+
1799.2,H-919,Inter-Riverine,Harappa,TAB:I,,-,Y,R/L,1,3,Initial,<START>,636,<START>|636,240-636-740,+740-636-240+
1834.1,H-954,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,R/L,1,4,Initial,<START>,235,<START>|235,240-235-740-090,+090-740-235-240+
1842.1,H-965,Inter-Riverine,Harappa,TAB:I,,Steatite,Y,L/R,1,4,Initial,<START>,636,<START>|636,240-636-690-740,+740-690-636-240+
